tweet_ids,number_of_likes,number_of_retweets,number_of_followers,numer_of_friends,source,Date_Time
672272411274932228,6048,3121,8897948,18,Twitter for iPhone,Thu Dec 03 04:33:27 +0000 2015
672267570918129665,1398,570,8897948,18,Twitter for iPhone,Thu Dec 03 04:14:13 +0000 2015
672264251789176834,1064,309,8897948,18,Twitter for iPhone,Thu Dec 03 04:01:02 +0000 2015
672256522047614977,2661,1426,8897948,18,Twitter for iPhone,Thu Dec 03 03:30:19 +0000 2015
672254177670729728,1350,694,8897948,18,Twitter for iPhone,Thu Dec 03 03:21:00 +0000 2015
672248013293752320,1630,559,8897948,18,Twitter for iPhone,Thu Dec 03 02:56:30 +0000 2015
672245253877968896,643,143,8897948,18,Twitter for iPhone,Thu Dec 03 02:45:32 +0000 2015
672239279297454080,846,302,8897948,18,Twitter for iPhone,Thu Dec 03 02:21:48 +0000 2015
672231046314901505,1711,939,8897948,18,Twitter for iPhone,Thu Dec 03 01:49:05 +0000 2015
672222792075620352,744,194,8897948,18,Twitter for iPhone,Thu Dec 03 01:16:17 +0000 2015
672205392827572224,2115,1068,8897948,18,Twitter for iPhone,Thu Dec 03 00:07:09 +0000 2015
672169685991993344,963,342,8897948,18,Twitter for iPhone,Wed Dec 02 21:45:16 +0000 2015
672160042234327040,828,333,8897948,18,Twitter for iPhone,Wed Dec 02 21:06:56 +0000 2015
672139350159835138,1639,648,8897948,18,Twitter for iPhone,Wed Dec 02 19:44:43 +0000 2015
672125275208069120,2251,1069,8897948,18,Twitter for iPhone,Wed Dec 02 18:48:47 +0000 2015
672095186491711488,933,341,8897948,18,Twitter for iPhone,Wed Dec 02 16:49:14 +0000 2015
672082170312290304,891,341,8897948,18,Twitter for iPhone,Wed Dec 02 15:57:30 +0000 2015
672068090318987265,1214,473,8897948,18,Twitter for iPhone,Wed Dec 02 15:01:33 +0000 2015
671896809300709376,8015,3886,8897948,18,Twitter for iPhone,Wed Dec 02 03:40:57 +0000 2015
671891728106971137,1233,528,8897948,18,Twitter for iPhone,Wed Dec 02 03:20:45 +0000 2015
671882082306625538,3269,1293,8897948,18,Twitter for iPhone,Wed Dec 02 02:42:26 +0000 2015
671879137494245376,1331,615,8897948,18,Twitter for iPhone,Wed Dec 02 02:30:43 +0000 2015
671874878652489728,1184,514,8897948,18,Twitter for iPhone,Wed Dec 02 02:13:48 +0000 2015
671866342182637568,1057,454,8897948,18,Twitter for iPhone,Wed Dec 02 01:39:53 +0000 2015
671855973984772097,847,403,8897948,18,Twitter for iPhone,Wed Dec 02 00:58:41 +0000 2015
671789708968640512,6647,3216,8897948,18,Twitter for iPhone,Tue Dec 01 20:35:22 +0000 2015
671768281401958400,1122,458,8897948,18,Twitter for iPhone,Tue Dec 01 19:10:13 +0000 2015
671763349865160704,1572,836,8897948,18,Twitter for iPhone,Tue Dec 01 18:50:38 +0000 2015
671744970634719232,1271,711,8897948,18,Twitter for iPhone,Tue Dec 01 17:37:36 +0000 2015
671743150407421952,708,222,8897948,18,Twitter for iPhone,Tue Dec 01 17:30:22 +0000 2015
671735591348891648,1359,699,8897948,18,Twitter for iPhone,Tue Dec 01 17:00:19 +0000 2015
671729906628341761,7991,4038,8897948,18,Twitter for iPhone,Tue Dec 01 16:37:44 +0000 2015
671561002136281088,12014,6724,8897948,18,Twitter for iPhone,Tue Dec 01 05:26:34 +0000 2015
671550332464455680,853,194,8897948,18,Twitter for iPhone,Tue Dec 01 04:44:10 +0000 2015
671547767500775424,1265,546,8897948,18,Twitter for iPhone,Tue Dec 01 04:33:59 +0000 2015
671544874165002241,1841,969,8897948,18,Twitter for iPhone,Tue Dec 01 04:22:29 +0000 2015
671542985629241344,1028,526,8897948,18,Twitter for iPhone,Tue Dec 01 04:14:59 +0000 2015
671538301157904385,876,356,8897948,18,Twitter for iPhone,Tue Dec 01 03:56:22 +0000 2015
671536543010570240,1108,373,8897948,18,Twitter for iPhone,Tue Dec 01 03:49:23 +0000 2015
671533943490011136,963,537,8897948,18,Twitter for iPhone,Tue Dec 01 03:39:03 +0000 2015
671528761649688577,790,239,8897948,18,Twitter for iPhone,Tue Dec 01 03:18:27 +0000 2015
671520732782923777,1315,491,8897948,18,Twitter for iPhone,Tue Dec 01 02:46:33 +0000 2015
671518598289059840,888,273,8897948,18,Twitter for iPhone,Tue Dec 01 02:38:04 +0000 2015
671511350426865664,1491,652,8897948,18,Twitter for iPhone,Tue Dec 01 02:09:16 +0000 2015
671504605491109889,6568,3315,8897948,18,Twitter for iPhone,Tue Dec 01 01:42:28 +0000 2015
671497587707535361,865,418,8897948,18,Twitter for iPhone,Tue Dec 01 01:14:35 +0000 2015
671488513339211776,938,445,8897949,18,Twitter for iPhone,Tue Dec 01 00:38:31 +0000 2015
671486386088865792,543,182,8897949,18,Twitter for iPhone,Tue Dec 01 00:30:04 +0000 2015
671485057807351808,716,218,8897949,18,Twitter for iPhone,Tue Dec 01 00:24:48 +0000 2015
671390180817915904,1353,691,8897949,18,Twitter for iPhone,Mon Nov 30 18:07:47 +0000 2015
671362598324076544,1042,275,8897949,18,Twitter for iPhone,Mon Nov 30 16:18:11 +0000 2015
671357843010908160,376,146,8897949,18,Twitter for iPhone,Mon Nov 30 15:59:17 +0000 2015
671355857343524864,456,112,8897949,18,Twitter for iPhone,Mon Nov 30 15:51:24 +0000 2015
671347597085433856,894,394,8897949,18,Twitter for iPhone,Mon Nov 30 15:18:34 +0000 2015
671186162933985280,687,193,8897949,18,Twitter for iPhone,Mon Nov 30 04:37:05 +0000 2015
671182547775299584,1049,313,8897949,18,Twitter for iPhone,Mon Nov 30 04:22:44 +0000 2015
671166507850801152,818,317,8897949,18,Twitter for iPhone,Mon Nov 30 03:18:59 +0000 2015
671163268581498880,1543,1021,8897949,18,Twitter for iPhone,Mon Nov 30 03:06:07 +0000 2015
671159727754231808,341,74,8897949,18,Twitter for iPhone,Mon Nov 30 02:52:03 +0000 2015
671154572044468225,665,205,8897949,18,Twitter for iPhone,Mon Nov 30 02:31:34 +0000 2015
671151324042559489,624,140,8897949,18,Twitter for iPhone,Mon Nov 30 02:18:39 +0000 2015
671147085991960577,623,200,8897949,18,Twitter for iPhone,Mon Nov 30 02:01:49 +0000 2015
671141549288370177,1086,605,8897949,18,Twitter for iPhone,Mon Nov 30 01:39:49 +0000 2015
671138694582165504,864,371,8897949,18,Twitter for iPhone,Mon Nov 30 01:28:28 +0000 2015
671134062904504320,696,176,8897949,18,Twitter for iPhone,Mon Nov 30 01:10:04 +0000 2015
671122204919246848,3264,2332,8897949,18,Twitter for iPhone,Mon Nov 30 00:22:57 +0000 2015
671115716440031232,1281,721,8897949,18,Twitter for iPhone,Sun Nov 29 23:57:10 +0000 2015
671109016219725825,1072,403,8897949,18,Twitter for iPhone,Sun Nov 29 23:30:32 +0000 2015
670995969505435648,1040,268,8897949,18,Twitter for iPhone,Sun Nov 29 16:01:20 +0000 2015
670842764863651840,23193,8066,8897949,18,Twitter for iPhone,Sun Nov 29 05:52:33 +0000 2015
670840546554966016,548,180,8897949,18,Twitter for iPhone,Sun Nov 29 05:43:44 +0000 2015
670838202509447168,1044,643,8897949,18,Twitter for iPhone,Sun Nov 29 05:34:25 +0000 2015
670833812859932673,409,113,8897949,18,Twitter for iPhone,Sun Nov 29 05:16:59 +0000 2015
670832455012716544,686,198,8897949,18,Twitter for iPhone,Sun Nov 29 05:11:35 +0000 2015
670826280409919488,5167,3771,8897949,18,Twitter for iPhone,Sun Nov 29 04:47:03 +0000 2015
670823764196741120,729,173,8897949,18,Twitter for iPhone,Sun Nov 29 04:37:03 +0000 2015
670822709593571328,570,89,8897949,18,Twitter for iPhone,Sun Nov 29 04:32:51 +0000 2015
670815497391357952,2972,1428,8897949,18,Twitter for iPhone,Sun Nov 29 04:04:12 +0000 2015
670811965569282048,1061,248,8897949,18,Twitter for iPhone,Sun Nov 29 03:50:10 +0000 2015
670807719151067136,1095,455,8897949,18,Twitter for iPhone,Sun Nov 29 03:33:17 +0000 2015
670804601705242624,1838,889,8897949,18,Twitter for iPhone,Sun Nov 29 03:20:54 +0000 2015
670803562457407488,322,83,8897949,18,Twitter for iPhone,Sun Nov 29 03:16:46 +0000 2015
670797304698376195,691,216,8897949,18,Twitter for iPhone,Sun Nov 29 02:51:54 +0000 2015
670792680469889025,779,256,8897949,18,Twitter for iPhone,Sun Nov 29 02:33:32 +0000 2015
670789397210615808,621,222,8897949,18,Twitter for iPhone,Sun Nov 29 02:20:29 +0000 2015
670786190031921152,559,183,8897949,18,Twitter for iPhone,Sun Nov 29 02:07:44 +0000 2015
670783437142401025,780,352,8897949,18,Twitter for iPhone,Sun Nov 29 01:56:48 +0000 2015
670782429121134593,1442,711,8897949,18,Twitter for iPhone,Sun Nov 29 01:52:48 +0000 2015
670780561024270336,745,267,8897949,18,Twitter for iPhone,Sun Nov 29 01:45:22 +0000 2015
670778058496974848,314,69,8897949,18,Twitter for iPhone,Sun Nov 29 01:35:26 +0000 2015
670764103623966721,1020,391,8897949,18,Twitter for iPhone,Sun Nov 29 00:39:59 +0000 2015
670755717859713024,412,98,8897949,18,Twitter for iPhone,Sun Nov 29 00:06:39 +0000 2015
670733412878163972,900,474,8897949,18,Twitter for iPhone,Sat Nov 28 22:38:01 +0000 2015
670727704916926465,785,329,8897949,18,Twitter for iPhone,Sat Nov 28 22:15:21 +0000 2015
670717338665226240,1117,445,8897949,18,Twitter for iPhone,Sat Nov 28 21:34:09 +0000 2015
670704688707301377,728,345,8897949,18,Twitter for iPhone,Sat Nov 28 20:43:53 +0000 2015
670691627984359425,554,223,8897949,18,Twitter for iPhone,Sat Nov 28 19:51:59 +0000 2015
670679630144274432,706,259,8897949,18,Twitter for iPhone,Sat Nov 28 19:04:19 +0000 2015
670676092097810432,230,38,8897949,18,Twitter for iPhone,Sat Nov 28 18:50:15 +0000 2015
670668383499735048,10023,4622,8897949,18,Twitter for iPhone,Sat Nov 28 18:19:37 +0000 2015
670474236058800128,1418,686,8897949,18,Twitter for iPhone,Sat Nov 28 05:28:09 +0000 2015
670468609693655041,337,82,8897949,18,Twitter for iPhone,Sat Nov 28 05:05:47 +0000 2015
670465786746662913,912,505,8897949,18,Twitter for iPhone,Sat Nov 28 04:54:34 +0000 2015
670452855871037440,516,189,8897949,18,Twitter for iPhone,Sat Nov 28 04:03:11 +0000 2015
670449342516494336,1134,601,8897949,18,Twitter for iPhone,Sat Nov 28 03:49:14 +0000 2015
670444955656130560,6332,1845,8897949,18,Twitter for iPhone,Sat Nov 28 03:31:48 +0000 2015
670442337873600512,608,186,8897949,18,Twitter for iPhone,Sat Nov 28 03:21:24 +0000 2015
670435821946826752,997,478,8897949,18,Twitter for iPhone,Sat Nov 28 02:55:30 +0000 2015
670434127938719744,1331,598,8897949,18,Twitter for iPhone,Sat Nov 28 02:48:46 +0000 2015
670433248821026816,312,103,8897949,18,Twitter for iPhone,Sat Nov 28 02:45:17 +0000 2015
670428280563085312,1305,572,8897949,18,Twitter for iPhone,Sat Nov 28 02:25:32 +0000 2015
670427002554466305,493,148,8897949,18,Twitter for iPhone,Sat Nov 28 02:20:27 +0000 2015
670421925039075328,1230,591,8897949,18,Twitter for iPhone,Sat Nov 28 02:00:17 +0000 2015
670420569653809152,580,291,8897949,18,Twitter for iPhone,Sat Nov 28 01:54:54 +0000 2015
670417414769758208,538,302,8897949,18,Twitter for iPhone,Sat Nov 28 01:42:22 +0000 2015
670411370698022913,1895,825,8897949,18,Twitter for iPhone,Sat Nov 28 01:18:21 +0000 2015
670408998013820928,523,204,8897949,18,Twitter for iPhone,Sat Nov 28 01:08:55 +0000 2015
670403879788544000,403,141,8897949,18,Twitter for iPhone,Sat Nov 28 00:48:35 +0000 2015
670385711116361728,528,191,8897949,18,Twitter for iPhone,Fri Nov 27 23:36:23 +0000 2015
670374371102445568,705,250,8897949,18,Twitter for iPhone,Fri Nov 27 22:51:19 +0000 2015
670361874861563904,310,60,8897949,18,Twitter for iPhone,Fri Nov 27 22:01:40 +0000 2015
670338931251150849,401,101,8897949,18,Twitter for iPhone,Fri Nov 27 20:30:30 +0000 2015
670319130621435904,3663,1132,8897949,18,Twitter for iPhone,Fri Nov 27 19:11:49 +0000 2015
670303360680108032,409,121,8897949,18,Twitter for iPhone,Fri Nov 27 18:09:09 +0000 2015
670290420111441920,654,266,8897949,18,Twitter for iPhone,Fri Nov 27 17:17:44 +0000 2015
670093938074779648,965,306,8897949,18,Twitter for iPhone,Fri Nov 27 04:16:59 +0000 2015
670086499208155136,656,231,8897949,18,Twitter for iPhone,Fri Nov 27 03:47:25 +0000 2015
670079681849372674,2081,1134,8897949,18,Twitter for iPhone,Fri Nov 27 03:20:20 +0000 2015
670073503555706880,1467,730,8897949,18,Twitter for iPhone,Fri Nov 27 02:55:47 +0000 2015
670069087419133954,584,220,8897949,18,Twitter for iPhone,Fri Nov 27 02:38:14 +0000 2015
670061506722140161,711,308,8897949,18,Twitter for iPhone,Fri Nov 27 02:08:07 +0000 2015
670055038660800512,625,301,8897949,18,Twitter for iPhone,Fri Nov 27 01:42:24 +0000 2015
670046952931721218,609,159,8897949,18,Twitter for iPhone,Fri Nov 27 01:10:17 +0000 2015
670040295598354432,707,104,8897949,18,Twitter for iPhone,Fri Nov 27 00:43:49 +0000 2015
670037189829525505,559,255,8897948,18,Twitter for iPhone,Fri Nov 27 00:31:29 +0000 2015
670003130994700288,314,84,8897948,18,Twitter for iPhone,Thu Nov 26 22:16:09 +0000 2015
669993076832759809,305,75,8897948,18,Twitter for iPhone,Thu Nov 26 21:36:12 +0000 2015
669972011175813120,415,142,8897948,18,Twitter for iPhone,Thu Nov 26 20:12:29 +0000 2015
669970042633789440,285,51,8897948,18,Twitter for iPhone,Thu Nov 26 20:04:40 +0000 2015
669942763794931712,472,146,8897948,18,Twitter for iPhone,Thu Nov 26 18:16:16 +0000 2015
669926384437997569,355,89,8897948,18,Twitter for iPhone,Thu Nov 26 17:11:11 +0000 2015
669923323644657664,222,53,8897948,18,Twitter for iPhone,Thu Nov 26 16:59:01 +0000 2015
669753178989142016,753,368,8897948,18,Twitter for iPhone,Thu Nov 26 05:42:55 +0000 2015
669749430875258880,244,61,8897948,18,Twitter for iPhone,Thu Nov 26 05:28:02 +0000 2015
669684865554620416,477,82,8897949,18,Twitter for iPhone,Thu Nov 26 01:11:28 +0000 2015
669683899023405056,356,102,8897949,18,Twitter for iPhone,Thu Nov 26 01:07:38 +0000 2015
669682095984410625,331,125,8897949,18,Twitter for iPhone,Thu Nov 26 01:00:28 +0000 2015
669680153564442624,629,266,8897949,18,Twitter for iPhone,Thu Nov 26 00:52:45 +0000 2015
669661792646373376,760,396,8897949,18,Twitter for iPhone,Wed Nov 25 23:39:47 +0000 2015
669625907762618368,3302,1681,8897949,18,Twitter for iPhone,Wed Nov 25 21:17:12 +0000 2015
669603084620980224,894,336,8897949,18,Twitter for iPhone,Wed Nov 25 19:46:30 +0000 2015
669597912108789760,484,140,8897949,18,Twitter for iPhone,Wed Nov 25 19:25:57 +0000 2015
669583744538451968,1398,858,8897949,18,Twitter for iPhone,Wed Nov 25 18:29:39 +0000 2015
669573570759163904,409,129,8897949,18,Twitter for iPhone,Wed Nov 25 17:49:14 +0000 2015
669571471778410496,1489,940,8897949,18,Twitter for iPhone,Wed Nov 25 17:40:53 +0000 2015
669567591774625800,220,48,8897949,18,Twitter for iPhone,Wed Nov 25 17:25:28 +0000 2015
669564461267722241,368,112,8897949,18,Twitter for iPhone,Wed Nov 25 17:13:02 +0000 2015
669393256313184256,337,69,8897949,18,Twitter for iPhone,Wed Nov 25 05:52:43 +0000 2015
669375718304980992,1241,675,8897949,18,Twitter for iPhone,Wed Nov 25 04:43:02 +0000 2015
669371483794317312,461,165,8897949,18,Twitter for iPhone,Wed Nov 25 04:26:12 +0000 2015
669367896104181761,429,140,8897949,18,Twitter for iPhone,Wed Nov 25 04:11:57 +0000 2015
669363888236994561,585,211,8897949,18,Twitter for iPhone,Wed Nov 25 03:56:01 +0000 2015
669359674819481600,348,112,8897949,18,Twitter for iPhone,Wed Nov 25 03:39:17 +0000 2015
669354382627049472,2529,1183,8897949,18,Twitter for iPhone,Wed Nov 25 03:18:15 +0000 2015
669353438988365824,588,241,8897949,18,Twitter for iPhone,Wed Nov 25 03:14:30 +0000 2015
669351434509529089,404,168,8897949,18,Twitter for iPhone,Wed Nov 25 03:06:32 +0000 2015
669328503091937280,954,385,8897949,18,Twitter for iPhone,Wed Nov 25 01:35:25 +0000 2015
669327207240699904,538,113,8897949,18,Twitter for iPhone,Wed Nov 25 01:30:16 +0000 2015
669324657376567296,461,193,8897949,18,Twitter for iPhone,Wed Nov 25 01:20:08 +0000 2015
669216679721873412,1116,377,8897949,18,Twitter for iPhone,Tue Nov 24 18:11:04 +0000 2015
669214165781868544,408,149,8897949,18,Twitter for iPhone,Tue Nov 24 18:01:05 +0000 2015
669203728096960512,942,434,8897949,18,Twitter for iPhone,Tue Nov 24 17:19:36 +0000 2015
669037058363662336,611,288,8897949,18,Twitter for iPhone,Tue Nov 24 06:17:19 +0000 2015
669015743032369152,696,346,8897949,18,Twitter for iPhone,Tue Nov 24 04:52:37 +0000 2015
669006782128353280,543,225,8897949,18,Twitter for iPhone,Tue Nov 24 04:17:01 +0000 2015
669000397445533696,19629,5896,8897949,18,Twitter for iPhone,Tue Nov 24 03:51:38 +0000 2015
668994913074286592,413,208,8898588,18,Twitter for iPhone,Tue Nov 24 03:29:51 +0000 2015
668992363537309700,699,314,8897949,18,Twitter for iPhone,Tue Nov 24 03:19:43 +0000 2015
668989615043424256,630,307,8897949,18,Twitter for iPhone,Tue Nov 24 03:08:48 +0000 2015
668988183816871936,845,426,8897949,18,Twitter for iPhone,Tue Nov 24 03:03:06 +0000 2015
668986018524233728,514,151,8897949,18,Twitter for iPhone,Tue Nov 24 02:54:30 +0000 2015
668981893510119424,502,277,8897949,18,Twitter for iPhone,Tue Nov 24 02:38:07 +0000 2015
668979806671884288,746,323,8897949,18,Twitter for iPhone,Tue Nov 24 02:29:49 +0000 2015
668975677807423489,1226,538,8897949,18,Twitter for iPhone,Tue Nov 24 02:13:25 +0000 2015
668967877119254528,135,21,8897949,18,Twitter for iPhone,Tue Nov 24 01:42:25 +0000 2015
668960084974809088,658,225,8897949,18,Twitter for iPhone,Tue Nov 24 01:11:27 +0000 2015
668955713004314625,258,65,8897949,18,Twitter for iPhone,Tue Nov 24 00:54:05 +0000 2015
668932921458302977,243,53,8897949,18,Twitter for iPhone,Mon Nov 23 23:23:31 +0000 2015
668902994700836864,298,92,8897949,18,Twitter for iPhone,Mon Nov 23 21:24:36 +0000 2015
668892474547511297,376,136,8897949,18,Twitter for iPhone,Mon Nov 23 20:42:48 +0000 2015
668872652652679168,494,279,8897949,18,Twitter for iPhone,Mon Nov 23 19:24:02 +0000 2015
668852170888998912,424,148,8897949,18,Twitter for iPhone,Mon Nov 23 18:02:38 +0000 2015
668826086256599040,405,124,8897949,18,Twitter for iPhone,Mon Nov 23 16:18:59 +0000 2015
668815180734689280,522,242,8897949,18,Twitter for iPhone,Mon Nov 23 15:35:39 +0000 2015
668779399630725120,671,343,8897950,18,Twitter for iPhone,Mon Nov 23 13:13:28 +0000 2015
668655139528511488,489,203,8897950,18,Twitter for iPhone,Mon Nov 23 04:59:42 +0000 2015
668645506898350081,812,488,8897950,18,Twitter for iPhone,Mon Nov 23 04:21:26 +0000 2015
668643542311546881,811,480,8897950,18,Twitter for iPhone,Mon Nov 23 04:13:37 +0000 2015
668641109086707712,1000,501,8897950,18,Twitter for iPhone,Mon Nov 23 04:03:57 +0000 2015
668636665813057536,969,459,8897951,18,Twitter for iPhone,Mon Nov 23 03:46:18 +0000 2015
668633411083464705,2614,1476,8897951,18,Twitter for iPhone,Mon Nov 23 03:33:22 +0000 2015
668631377374486528,663,294,8897951,18,Twitter for iPhone,Mon Nov 23 03:25:17 +0000 2015
668627278264475648,291,101,8897951,18,Twitter for iPhone,Mon Nov 23 03:09:00 +0000 2015
668625577880875008,356,120,8897951,18,Twitter for iPhone,Mon Nov 23 03:02:14 +0000 2015
668623201287675904,1325,692,8897951,18,Twitter for iPhone,Mon Nov 23 02:52:48 +0000 2015
668620235289837568,186,37,8897951,18,Twitter for iPhone,Mon Nov 23 02:41:01 +0000 2015
668614819948453888,578,296,8897951,18,Twitter for iPhone,Mon Nov 23 02:19:29 +0000 2015
668587383441514497,1568,990,8897951,18,Vine - Make a Scene,Mon Nov 23 00:30:28 +0000 2015
668567822092664832,223,49,8897951,18,Twitter for iPhone,Sun Nov 22 23:12:44 +0000 2015
668544745690562560,481,212,8897951,18,Twitter for iPhone,Sun Nov 22 21:41:02 +0000 2015
668542336805281792,425,195,8897951,18,Twitter for iPhone,Sun Nov 22 21:31:28 +0000 2015
668537837512433665,238,66,8897951,18,Twitter for iPhone,Sun Nov 22 21:13:35 +0000 2015
668528771708952576,436,204,8897951,18,Twitter for iPhone,Sun Nov 22 20:37:34 +0000 2015
668507509523615744,303,95,8897951,18,Twitter for iPhone,Sun Nov 22 19:13:05 +0000 2015
668496999348633600,378,120,8897951,18,Twitter for iPhone,Sun Nov 22 18:31:19 +0000 2015
668484198282485761,395,217,8897951,18,Twitter for iPhone,Sun Nov 22 17:40:27 +0000 2015
668480044826800133,426,133,8897951,18,Twitter for iPhone,Sun Nov 22 17:23:57 +0000 2015
668466899341221888,830,471,8897951,18,Twitter for iPhone,Sun Nov 22 16:31:42 +0000 2015
668297328638447616,585,274,8897951,18,Twitter for iPhone,Sun Nov 22 05:17:54 +0000 2015
668291999406125056,228,29,8897951,18,Twitter for iPhone,Sun Nov 22 04:56:43 +0000 2015
668286279830867968,472,126,8897951,18,Twitter for iPhone,Sun Nov 22 04:33:59 +0000 2015
668274247790391296,769,217,8897951,18,Twitter for iPhone,Sun Nov 22 03:46:11 +0000 2015
668268907921326080,517,214,8897951,18,Twitter for iPhone,Sun Nov 22 03:24:58 +0000 2015
668256321989451776,1209,550,8897951,18,Twitter for iPhone,Sun Nov 22 02:34:57 +0000 2015
668248472370458624,896,437,8897951,18,Twitter for iPhone,Sun Nov 22 02:03:45 +0000 2015
668237644992782336,5788,2618,8897951,18,Twitter for iPhone,Sun Nov 22 01:20:44 +0000 2015
668226093875376128,273,94,8897951,18,Twitter for iPhone,Sun Nov 22 00:34:50 +0000 2015
668221241640230912,482,182,8897951,18,Twitter for iPhone,Sun Nov 22 00:15:33 +0000 2015
668204964695683073,525,182,8897951,18,Twitter for iPhone,Sat Nov 21 23:10:52 +0000 2015
668190681446379520,608,186,8897951,18,Twitter for iPhone,Sat Nov 21 22:14:07 +0000 2015
668171859951755264,455,175,8897951,18,Twitter for iPhone,Sat Nov 21 20:59:20 +0000 2015
668154635664932864,464,288,8898590,18,Twitter for iPhone,Sat Nov 21 19:50:53 +0000 2015
668142349051129856,542,259,8897951,18,Twitter for iPhone,Sat Nov 21 19:02:04 +0000 2015
668113020489474048,626,218,8897951,18,Twitter for iPhone,Sat Nov 21 17:05:31 +0000 2015
667937095915278337,1167,737,8897951,18,Twitter for iPhone,Sat Nov 21 05:26:27 +0000 2015
667924896115245057,277,99,8897951,18,Twitter for iPhone,Sat Nov 21 04:37:59 +0000 2015
667915453470232577,197,51,8897951,18,Twitter for iPhone,Sat Nov 21 04:00:28 +0000 2015
667911425562669056,459,271,8897951,18,Twitter for iPhone,Sat Nov 21 03:44:27 +0000 2015
667902449697558528,805,351,8897951,18,Twitter for iPhone,Sat Nov 21 03:08:47 +0000 2015
667886921285246976,1747,992,8897951,18,Twitter for iPhone,Sat Nov 21 02:07:05 +0000 2015
667885044254572545,773,431,8897951,18,Twitter for iPhone,Sat Nov 21 01:59:37 +0000 2015
667878741721415682,372,108,8897951,18,Twitter for iPhone,Sat Nov 21 01:34:35 +0000 2015
667873844930215936,584,375,8897951,18,Twitter for iPhone,Sat Nov 21 01:15:07 +0000 2015
667866724293877760,2851,957,8897951,18,Twitter for iPhone,Sat Nov 21 00:46:50 +0000 2015
667861340749471744,230,74,8897951,18,Twitter for iPhone,Sat Nov 21 00:25:26 +0000 2015
667832474953625600,274,57,8897951,18,Twitter for iPhone,Fri Nov 20 22:30:44 +0000 2015
667806454573760512,986,452,8897951,18,Twitter for iPhone,Fri Nov 20 20:47:20 +0000 2015
667801013445750784,306,87,8897951,18,Twitter for iPhone,Fri Nov 20 20:25:43 +0000 2015
667793409583771648,654,308,8897951,18,Twitter for iPhone,Fri Nov 20 19:55:30 +0000 2015
667782464991965184,386,227,8897951,18,Twitter for iPhone,Fri Nov 20 19:12:01 +0000 2015
667773195014021121,218,48,8897951,18,Twitter Web Client,Fri Nov 20 18:35:10 +0000 2015
667766675769573376,408,201,8897951,18,Twitter Web Client,Fri Nov 20 18:09:16 +0000 2015
667728196545200128,356,143,8897951,18,Twitter Web Client,Fri Nov 20 15:36:22 +0000 2015
667724302356258817,448,292,8897951,18,Twitter Web Client,Fri Nov 20 15:20:54 +0000 2015
667550904950915073,0,31,8897951,18,Twitter Web Client,Fri Nov 20 03:51:52 +0000 2015
667550882905632768,0,27,8897951,18,Twitter Web Client,Fri Nov 20 03:51:47 +0000 2015
667549055577362432,5382,2083,8897951,18,Twitter Web Client,Fri Nov 20 03:44:31 +0000 2015
667546741521195010,318,115,8897951,18,Twitter Web Client,Fri Nov 20 03:35:20 +0000 2015
667544320556335104,805,490,8897951,18,Twitter Web Client,Fri Nov 20 03:25:43 +0000 2015
667538891197542400,191,60,8897952,18,Twitter Web Client,Fri Nov 20 03:04:08 +0000 2015
667534815156183040,764,485,8897952,18,Twitter Web Client,Fri Nov 20 02:47:56 +0000 2015
667530908589760512,437,219,8897952,18,Twitter Web Client,Fri Nov 20 02:32:25 +0000 2015
667524857454854144,1589,1038,8897952,18,Twitter Web Client,Fri Nov 20 02:08:22 +0000 2015
667517642048163840,344,177,8897952,18,Twitter Web Client,Fri Nov 20 01:39:42 +0000 2015
667509364010450944,6361,1967,8897952,18,Twitter Web Client,Fri Nov 20 01:06:48 +0000 2015
667502640335572993,508,204,8897953,18,Twitter Web Client,Fri Nov 20 00:40:05 +0000 2015
667495797102141441,487,245,8897953,18,Twitter Web Client,Fri Nov 20 00:12:54 +0000 2015
667491009379606528,484,207,8897953,18,Twitter Web Client,Thu Nov 19 23:53:52 +0000 2015
667470559035432960,235,89,8897953,18,Twitter Web Client,Thu Nov 19 22:32:36 +0000 2015
667455448082227200,179,56,8897953,18,Twitter Web Client,Thu Nov 19 21:32:34 +0000 2015
667453023279554560,291,81,8897953,18,Twitter Web Client,Thu Nov 19 21:22:56 +0000 2015
667443425659232256,725,534,8897953,18,Twitter for iPhone,Thu Nov 19 20:44:47 +0000 2015
667437278097252352,420,217,8897953,18,Twitter for iPhone,Thu Nov 19 20:20:22 +0000 2015
667435689202614272,286,79,8897953,18,Twitter for iPhone,Thu Nov 19 20:14:03 +0000 2015
667405339315146752,433,206,8897953,18,Twitter for iPhone,Thu Nov 19 18:13:27 +0000 2015
667393430834667520,179,51,8897953,18,Twitter for iPhone,Thu Nov 19 17:26:08 +0000 2015
667369227918143488,340,151,8897953,18,Twitter for iPhone,Thu Nov 19 15:49:57 +0000 2015
667211855547486208,450,221,8897953,18,Twitter for iPhone,Thu Nov 19 05:24:37 +0000 2015
667200525029539841,571,240,8897953,18,Twitter for iPhone,Thu Nov 19 04:39:35 +0000 2015
667192066997374976,356,90,8897953,18,Twitter for iPhone,Thu Nov 19 04:05:59 +0000 2015
667188689915760640,692,364,8897953,18,Twitter for iPhone,Thu Nov 19 03:52:34 +0000 2015
667182792070062081,13310,5660,8897953,18,Twitter for iPhone,Thu Nov 19 03:29:07 +0000 2015
