tweet_ids,number_of_likes,number_of_retweets,number_of_followers,numer_of_friends,source,Date_Time
805487436403003392,8771,2514,8897925,18,Twitter for iPhone,Sun Dec 04 19:02:24 +0000 2016
805207613751304193,7828,1708,8897925,18,Twitter for iPhone,Sun Dec 04 00:30:29 +0000 2016
804738756058218496,13663,3802,8897925,18,Twitter for iPhone,Fri Dec 02 17:27:25 +0000 2016
804475857670639616,6120,2002,8897925,18,Twitter for iPhone,Fri Dec 02 00:02:45 +0000 2016
804413760345620481,0,3218,8897925,18,Twitter for iPhone,Thu Dec 01 19:56:00 +0000 2016
804026241225523202,44295,16010,8897925,18,Twitter for iPhone,Wed Nov 30 18:16:08 +0000 2016
803773340896923648,10030,2727,8897925,18,Twitter for iPhone,Wed Nov 30 01:31:12 +0000 2016
803692223237865472,0,7398,8897925,18,Twitter for iPhone,Tue Nov 29 20:08:52 +0000 2016
803638050916102144,10916,4129,8897925,18,Twitter for iPhone,Tue Nov 29 16:33:36 +0000 2016
803380650405482500,7743,1869,8898583,18,Twitter for iPhone,Mon Nov 28 23:30:47 +0000 2016
803321560782307329,0,5299,8897925,18,Twitter for iPhone,Mon Nov 28 19:35:59 +0000 2016
803276597545603072,10002,2441,8897925,18,Twitter for iPhone,Mon Nov 28 16:37:19 +0000 2016
802952499103731712,8987,1988,8897925,18,Twitter for iPhone,Sun Nov 27 19:09:28 +0000 2016
802624713319034886,0,2901,8897925,18,Twitter for iPhone,Sat Nov 26 21:26:58 +0000 2016
802600418706604034,7083,1454,8897925,18,Vine - Make a Scene,Sat Nov 26 19:50:26 +0000 2016
802572683846291456,8921,2488,8897925,18,Twitter for iPhone,Sat Nov 26 18:00:13 +0000 2016
802323869084381190,16136,5800,8897925,18,Twitter for iPhone,Sat Nov 26 01:31:31 +0000 2016
802265048156610565,6913,1370,8897925,18,Twitter for iPhone,Fri Nov 25 21:37:47 +0000 2016
802239329049477120,9064,2611,8897925,18,Twitter for iPhone,Fri Nov 25 19:55:35 +0000 2016
802185808107208704,0,273,8897925,18,Twitter for iPhone,Fri Nov 25 16:22:55 +0000 2016
801958328846974976,7731,1716,8897925,18,Twitter for iPhone,Fri Nov 25 01:18:59 +0000 2016
801854953262350336,1790,235,8897925,18,Twitter for iPhone,Thu Nov 24 18:28:13 +0000 2016
801538201127157760,8208,2053,8897925,18,Twitter for iPhone,Wed Nov 23 21:29:33 +0000 2016
801285448605831168,6034,815,8897925,18,Twitter for iPhone,Wed Nov 23 04:45:12 +0000 2016
801167903437357056,24400,5876,8897925,18,Twitter for iPhone,Tue Nov 22 20:58:07 +0000 2016
801127390143516673,0,3935,8897925,18,Twitter for iPhone,Tue Nov 22 18:17:08 +0000 2016
801115127852503040,8048,2097,8897925,18,Twitter for iPhone,Tue Nov 22 17:28:25 +0000 2016
800859414831898624,688,97,8897925,18,Twitter for iPhone,Tue Nov 22 00:32:18 +0000 2016
800855607700029440,0,1607,8897925,18,Twitter for iPhone,Tue Nov 22 00:17:10 +0000 2016
800751577355128832,10555,2780,8897925,18,Twitter for iPhone,Mon Nov 21 17:23:47 +0000 2016
800513324630806528,13102,2976,8897925,18,Twitter for iPhone,Mon Nov 21 01:37:04 +0000 2016
800459316964663297,9483,2168,8897925,18,Twitter for iPhone,Sun Nov 20 22:02:27 +0000 2016
800443802682937345,0,4302,8897925,18,Twitter for iPhone,Sun Nov 20 21:00:48 +0000 2016
800388270626521089,11130,2790,8897925,18,Twitter for iPhone,Sun Nov 20 17:20:08 +0000 2016
800188575492947969,0,3923,8897925,18,Twitter for iPhone,Sun Nov 20 04:06:37 +0000 2016
800141422401830912,15244,2538,8897925,18,Twitter for iPhone,Sun Nov 20 00:59:15 +0000 2016
800018252395122689,28291,13075,8897925,18,Twitter for iPhone,Sat Nov 19 16:49:49 +0000 2016
799774291445383169,0,4660,8897925,18,Twitter for iPhone,Sat Nov 19 00:40:24 +0000 2016
799757965289017345,8366,2157,8897925,18,Twitter for iPhone,Fri Nov 18 23:35:32 +0000 2016
799422933579902976,8053,1920,8897925,18,Twitter for iPhone,Fri Nov 18 01:24:14 +0000 2016
799308762079035393,0,5433,8897925,18,Twitter for iPhone,Thu Nov 17 17:50:33 +0000 2016
799297110730567681,9846,2742,8897925,18,Twitter for iPhone,Thu Nov 17 17:04:16 +0000 2016
799063482566066176,8053,2467,8897925,18,Twitter for iPhone,Thu Nov 17 01:35:54 +0000 2016
798933969379225600,13040,4427,8897925,18,Twitter for iPhone,Wed Nov 16 17:01:16 +0000 2016
798925684722855936,7497,1435,8897925,18,Twitter for iPhone,Wed Nov 16 16:28:21 +0000 2016
798705661114773508,0,6611,8897925,18,Twitter for iPhone,Wed Nov 16 01:54:03 +0000 2016
798701998996647937,0,7741,8897925,18,Twitter for iPhone,Wed Nov 16 01:39:30 +0000 2016
798697898615730177,0,6491,8897925,18,Twitter for iPhone,Wed Nov 16 01:23:12 +0000 2016
798694562394996736,0,4927,8897925,18,Twitter for iPhone,Wed Nov 16 01:09:57 +0000 2016
798686750113755136,0,2329,8897925,18,Twitter for iPhone,Wed Nov 16 00:38:54 +0000 2016
798682547630837760,0,4721,8897925,18,Twitter for iPhone,Wed Nov 16 00:22:12 +0000 2016
798673117451325440,0,5534,8897925,18,Twitter for iPhone,Tue Nov 15 23:44:44 +0000 2016
798665375516884993,0,3886,8897925,18,Twitter for iPhone,Tue Nov 15 23:13:58 +0000 2016
798644042770751489,0,1845,8897925,18,Twitter for iPhone,Tue Nov 15 21:49:12 +0000 2016
798628517273620480,0,1967,8897925,18,Twitter for iPhone,Tue Nov 15 20:47:30 +0000 2016
798585098161549313,0,5660,8897925,18,Twitter for iPhone,Tue Nov 15 17:54:59 +0000 2016
798576900688019456,0,5814,8897925,18,Twitter for iPhone,Tue Nov 15 17:22:24 +0000 2016
798340744599797760,0,3310,8897925,18,Twitter for iPhone,Tue Nov 15 01:44:00 +0000 2016
798209839306514432,10393,2546,8897925,18,Twitter for iPhone,Mon Nov 14 17:03:50 +0000 2016
797971864723324932,11551,3097,8897925,18,Twitter for iPhone,Mon Nov 14 01:18:12 +0000 2016
797545162159308800,14527,4854,8897925,18,Twitter for iPhone,Sat Nov 12 21:02:38 +0000 2016
797236660651966464,19903,6538,8897925,18,Twitter for iPhone,Sat Nov 12 00:36:46 +0000 2016
797165961484890113,225,26,8897925,18,Twitter for iPhone,Fri Nov 11 19:55:50 +0000 2016
796904159865868288,0,8879,8897925,18,Twitter for iPhone,Fri Nov 11 02:35:32 +0000 2016
796865951799083009,7664,1910,8897925,18,Twitter for iPhone,Fri Nov 11 00:03:42 +0000 2016
796759840936919040,11789,3013,8897925,18,Twitter for iPhone,Thu Nov 10 17:02:03 +0000 2016
796563435802726400,0,7211,8897925,18,Twitter for iPhone,Thu Nov 10 04:01:37 +0000 2016
796484825502875648,7559,1746,8897925,18,Twitter for iPhone,Wed Nov 09 22:49:15 +0000 2016
796387464403357696,10967,4114,8897925,18,Twitter for iPhone,Wed Nov 09 16:22:22 +0000 2016
796177847564038144,0,14196,8897925,18,Twitter for iPhone,Wed Nov 09 02:29:25 +0000 2016
796149749086875649,32147,14196,8897925,18,Twitter for iPhone,Wed Nov 09 00:37:46 +0000 2016
796125600683540480,4956,1801,8897925,18,Twitter for iPhone,Tue Nov 08 23:01:49 +0000 2016
796116448414461957,9072,2407,8897925,18,Twitter for iPhone,Tue Nov 08 22:25:27 +0000 2016
796080075804475393,8437,2294,8897925,18,Twitter for iPhone,Tue Nov 08 20:00:55 +0000 2016
796031486298386433,10771,3701,8897925,18,Twitter for iPhone,Tue Nov 08 16:47:50 +0000 2016
795464331001561088,49408,23441,8897925,18,Twitter for iPhone,Mon Nov 07 03:14:10 +0000 2016
795400264262053889,10007,2849,8897925,18,Twitter for iPhone,Sun Nov 06 22:59:35 +0000 2016
795076730285391872,16148,5414,8897925,18,Twitter for iPhone,Sun Nov 06 01:33:58 +0000 2016
794983741416415232,0,3352,8897925,18,Twitter for iPhone,Sat Nov 05 19:24:28 +0000 2016
794926597468000259,10208,2302,8897925,18,Twitter for iPhone,Sat Nov 05 15:37:24 +0000 2016
794355576146903043,0,10215,8897925,18,Twitter for iPhone,Fri Nov 04 01:48:22 +0000 2016
794332329137291264,9575,2669,8897925,18,Twitter for iPhone,Fri Nov 04 00:15:59 +0000 2016
794205286408003585,9211,3302,8897925,18,Twitter for iPhone,Thu Nov 03 15:51:10 +0000 2016
793962221541933056,16780,4860,8897925,18,Twitter for iPhone,Wed Nov 02 23:45:19 +0000 2016
793845145112371200,9191,1846,8897925,18,Twitter for iPhone,Wed Nov 02 16:00:06 +0000 2016
793614319594401792,0,3112,8897925,18,Twitter for iPhone,Wed Nov 02 00:42:53 +0000 2016
793601777308463104,7954,1607,8897925,18,Twitter for iPhone,Tue Nov 01 23:53:02 +0000 2016
793500921481273345,10645,2360,8897925,18,Twitter for iPhone,Tue Nov 01 17:12:16 +0000 2016
793286476301799424,24532,9116,8897925,18,Twitter for iPhone,Tue Nov 01 03:00:09 +0000 2016
793271401113350145,8678,2378,8897925,18,Twitter for iPhone,Tue Nov 01 02:00:14 +0000 2016
793256262322548741,19934,8292,8897925,18,Twitter for iPhone,Tue Nov 01 01:00:05 +0000 2016
793241302385262592,10487,3276,8897925,18,Twitter for iPhone,Tue Nov 01 00:00:38 +0000 2016
793226087023144960,9791,2868,8897925,18,Twitter for iPhone,Mon Oct 31 23:00:11 +0000 2016
793210959003287553,8906,2780,8897925,18,Twitter for iPhone,Mon Oct 31 22:00:04 +0000 2016
793195938047070209,15218,5598,8897925,18,Twitter for iPhone,Mon Oct 31 21:00:23 +0000 2016
793180763617361921,6918,1987,8897925,18,Twitter for iPhone,Mon Oct 31 20:00:05 +0000 2016
793165685325201412,9354,2763,8897925,18,Twitter for iPhone,Mon Oct 31 19:00:10 +0000 2016
793150605191548928,6154,1691,8897925,18,Twitter for iPhone,Mon Oct 31 18:00:14 +0000 2016
793135492858580992,6386,2484,8897925,18,Twitter for iPhone,Mon Oct 31 17:00:11 +0000 2016
793120401413079041,12613,3899,8897925,18,Twitter for iPhone,Mon Oct 31 16:00:13 +0000 2016
792913359805018113,14283,3952,8897925,18,Twitter for iPhone,Mon Oct 31 02:17:31 +0000 2016
792883833364439040,11269,4247,8897925,18,Twitter for iPhone,Mon Oct 31 00:20:11 +0000 2016
792773781206999040,7339,1664,8897925,18,Twitter for iPhone,Sun Oct 30 17:02:53 +0000 2016
792394556390137856,13376,4274,8897925,18,Twitter for iPhone,Sat Oct 29 15:55:58 +0000 2016
792050063153438720,7126,1782,8897925,18,Twitter for iPhone,Fri Oct 28 17:07:05 +0000 2016
791821351946420224,0,20973,8897925,18,Twitter for iPhone,Fri Oct 28 01:58:16 +0000 2016
791784077045166082,0,9514,8897925,18,Twitter for iPhone,Thu Oct 27 23:30:09 +0000 2016
791780927877898241,0,3799,8897925,18,Twitter for iPhone,Thu Oct 27 23:17:38 +0000 2016
791774931465953280,44966,22061,8897925,18,Vine - Make a Scene,Thu Oct 27 22:53:48 +0000 2016
791672322847637504,11714,3112,8897925,18,Twitter for iPhone,Thu Oct 27 16:06:04 +0000 2016
791406955684368384,13117,4090,8897925,18,Twitter for iPhone,Wed Oct 26 22:31:36 +0000 2016
791312159183634433,8736,2517,8897925,18,Twitter for iPhone,Wed Oct 26 16:14:55 +0000 2016
791026214425268224,0,4069,8897925,18,Twitter for iPhone,Tue Oct 25 21:18:40 +0000 2016
790987426131050500,9789,2123,8897925,18,Twitter for iPhone,Tue Oct 25 18:44:32 +0000 2016
790946055508652032,16612,4670,8897925,18,Twitter for iPhone,Tue Oct 25 16:00:09 +0000 2016
790723298204217344,0,2296,8897925,18,Twitter for iPhone,Tue Oct 25 01:14:59 +0000 2016
790698755171364864,8189,1913,8897925,18,Twitter for iPhone,Mon Oct 24 23:37:28 +0000 2016
790581949425475584,20599,7088,8897926,18,Twitter for iPhone,Mon Oct 24 15:53:19 +0000 2016
790337589677002753,7793,1869,8897926,18,Twitter for iPhone,Sun Oct 23 23:42:19 +0000 2016
790277117346975746,12521,3155,8897926,18,Twitter for iPhone,Sun Oct 23 19:42:02 +0000 2016
790227638568808452,0,3545,8897926,18,Twitter for iPhone,Sun Oct 23 16:25:25 +0000 2016
789986466051088384,9221,2296,8897926,18,Twitter for iPhone,Sun Oct 23 00:27:05 +0000 2016
789960241177853952,0,4088,8897926,18,Twitter for iPhone,Sat Oct 22 22:42:52 +0000 2016
789903600034189313,10301,4107,8897926,18,Vine - Make a Scene,Sat Oct 22 18:57:48 +0000 2016
789628658055020548,7456,1752,8897926,18,Twitter for iPhone,Sat Oct 22 00:45:17 +0000 2016
789599242079838210,6722,1912,8897926,18,Twitter for iPhone,Fri Oct 21 22:48:24 +0000 2016
789530877013393408,11689,3352,8897926,18,Twitter for iPhone,Fri Oct 21 18:16:44 +0000 2016
789314372632018944,8618,2282,8897926,18,Twitter for iPhone,Fri Oct 21 03:56:25 +0000 2016
789280767834746880,0,4894,8897926,18,Twitter for iPhone,Fri Oct 21 01:42:53 +0000 2016
789268448748703744,9087,2592,8897926,18,Twitter for iPhone,Fri Oct 21 00:53:56 +0000 2016
789137962068021249,9692,2775,8897926,18,Twitter for iPhone,Thu Oct 20 16:15:26 +0000 2016
788908386943430656,27355,12415,8897926,18,Twitter for iPhone,Thu Oct 20 01:03:11 +0000 2016
788765914992902144,27229,10215,8897926,18,Twitter for iPhone,Wed Oct 19 15:37:03 +0000 2016
788552643979468800,0,7117,8897926,18,Twitter for iPhone,Wed Oct 19 01:29:35 +0000 2016
788412144018661376,15485,5230,8897926,18,Twitter for iPhone,Tue Oct 18 16:11:17 +0000 2016
788178268662984705,7201,2083,8897926,18,Twitter for iPhone,Tue Oct 18 00:41:57 +0000 2016
788150585577050112,6100,1266,8897926,18,Twitter for iPhone,Mon Oct 17 22:51:57 +0000 2016
788070120937619456,0,3412,8897926,18,Twitter for iPhone,Mon Oct 17 17:32:13 +0000 2016
788039637453406209,6101,1299,8897926,18,Twitter for iPhone,Mon Oct 17 15:31:05 +0000 2016
787810552592695296,8577,3025,8897926,18,Twitter for iPhone,Mon Oct 17 00:20:47 +0000 2016
787717603741622272,10231,2757,8897926,18,Twitter for iPhone,Sun Oct 16 18:11:26 +0000 2016
787397959788929025,10838,2831,8897926,18,Twitter for iPhone,Sat Oct 15 21:01:17 +0000 2016
787322443945877504,7741,1729,8897926,18,Twitter for iPhone,Sat Oct 15 16:01:13 +0000 2016
787111942498508800,0,6697,8897926,18,Twitter for iPhone,Sat Oct 15 02:04:45 +0000 2016
786963064373534720,26539,7923,8897926,18,Twitter for iPhone,Fri Oct 14 16:13:10 +0000 2016
786729988674449408,0,2410,8897926,18,Twitter for iPhone,Fri Oct 14 00:47:00 +0000 2016
786709082849828864,18159,6068,8897926,18,Twitter for iPhone,Thu Oct 13 23:23:56 +0000 2016
786664955043049472,10546,2522,8897926,18,Twitter for iPhone,Thu Oct 13 20:28:35 +0000 2016
786595970293370880,9416,3107,8897926,18,Twitter for iPhone,Thu Oct 13 15:54:28 +0000 2016
786363235746385920,10837,3468,8897926,18,Twitter for iPhone,Thu Oct 13 00:29:39 +0000 2016
786286427768250368,7937,2807,8897926,18,Vine - Make a Scene,Wed Oct 12 19:24:27 +0000 2016
786233965241827333,15155,4682,8897925,18,Twitter for iPhone,Wed Oct 12 15:55:59 +0000 2016
786051337297522688,1420,154,8897925,18,Twitter for iPhone,Wed Oct 12 03:50:17 +0000 2016
786036967502913536,0,6949,8897925,18,Twitter for iPhone,Wed Oct 12 02:53:11 +0000 2016
785927819176054784,11329,3154,8897925,18,Twitter for iPhone,Tue Oct 11 19:39:28 +0000 2016
785872687017132033,6666,1789,8897925,18,Twitter for iPhone,Tue Oct 11 16:00:24 +0000 2016
785639753186217984,7823,2218,8897925,18,Twitter for iPhone,Tue Oct 11 00:34:48 +0000 2016
785533386513321988,9057,1976,8897925,18,Twitter for iPhone,Mon Oct 10 17:32:08 +0000 2016
785515384317313025,6090,1242,8897925,18,Twitter for iPhone,Mon Oct 10 16:20:36 +0000 2016
785264754247995392,7225,1605,8897925,18,Twitter for iPhone,Sun Oct 09 23:44:41 +0000 2016
785170936622350336,11958,4780,8897925,18,Twitter for iPhone,Sun Oct 09 17:31:53 +0000 2016
784826020293709826,10054,3218,8897925,18,Twitter for iPhone,Sat Oct 08 18:41:19 +0000 2016
784517518371221505,8911,2502,8898583,18,Twitter for iPhone,Fri Oct 07 22:15:26 +0000 2016
784431430411685888,5689,1260,8897925,18,Twitter for iPhone,Fri Oct 07 16:33:21 +0000 2016
784183165795655680,19942,7968,8897925,18,Vine - Make a Scene,Fri Oct 07 00:06:50 +0000 2016
784057939640352768,29590,10992,8897925,18,Vine - Make a Scene,Thu Oct 06 15:49:14 +0000 2016
783839966405230592,29823,10684,8897925,18,Twitter for iPhone,Thu Oct 06 01:23:05 +0000 2016
783821107061198850,7315,1948,8897925,18,Twitter for iPhone,Thu Oct 06 00:08:09 +0000 2016
783695101801398276,10420,3177,8897925,18,Twitter for iPhone,Wed Oct 05 15:47:27 +0000 2016
783466772167098368,8402,2218,8897925,18,Twitter for iPhone,Wed Oct 05 00:40:09 +0000 2016
783391753726550016,16782,5403,8897925,18,Twitter for iPhone,Tue Oct 04 19:42:03 +0000 2016
783347506784731136,0,5482,8897925,18,Twitter for iPhone,Tue Oct 04 16:46:14 +0000 2016
783334639985389568,28935,11559,8897925,18,Twitter for iPhone,Tue Oct 04 15:55:06 +0000 2016
783085703974514689,8108,2173,8897925,18,Twitter for iPhone,Mon Oct 03 23:25:55 +0000 2016
782969140009107456,23985,7296,8897925,18,Twitter for iPhone,Mon Oct 03 15:42:44 +0000 2016
782747134529531904,7423,1396,8897926,18,Twitter for iPhone,Mon Oct 03 01:00:34 +0000 2016
782722598790725632,17155,5335,8897926,18,Twitter for iPhone,Sun Oct 02 23:23:04 +0000 2016
782598640137187329,7738,1857,8897926,18,Twitter for iPhone,Sun Oct 02 15:10:30 +0000 2016
782305867769217024,16543,5493,8897926,18,Twitter for iPhone,Sat Oct 01 19:47:08 +0000 2016
782021823840026624,0,6129,8897926,18,Twitter for iPhone,Sat Oct 01 00:58:26 +0000 2016
781955203444699136,11057,3329,8897926,18,Twitter for iPhone,Fri Sep 30 20:33:43 +0000 2016
781661882474196992,10361,2688,8897926,18,Twitter for iPhone,Fri Sep 30 01:08:10 +0000 2016
781655249211752448,3966,1121,8897926,18,Vine - Make a Scene,Fri Sep 30 00:41:48 +0000 2016
781524693396357120,20620,5500,8897926,18,Twitter for iPhone,Thu Sep 29 16:03:01 +0000 2016
781308096455073793,7097,2529,8897926,18,Vine - Make a Scene,Thu Sep 29 01:42:20 +0000 2016
781251288990355457,8367,2057,8897926,18,Twitter for iPhone,Wed Sep 28 21:56:36 +0000 2016
781163403222056960,9736,2721,8897926,18,Twitter for iPhone,Wed Sep 28 16:07:23 +0000 2016
780931614150983680,21465,7211,8897926,18,Twitter for iPhone,Wed Sep 28 00:46:20 +0000 2016
780858289093574656,7131,1982,8897926,18,Twitter for iPhone,Tue Sep 27 19:54:58 +0000 2016
780800785462489090,5438,1282,8897926,18,Twitter for iPhone,Tue Sep 27 16:06:28 +0000 2016
780601303617732608,12008,3330,8897926,18,Twitter for iPhone,Tue Sep 27 02:53:48 +0000 2016
780543529827336192,6251,1730,8897926,18,Twitter for iPhone,Mon Sep 26 23:04:13 +0000 2016
780496263422808064,0,3635,8897926,18,Twitter for iPhone,Mon Sep 26 19:56:24 +0000 2016
780476555013349377,0,109,8897926,18,Twitter for iPhone,Mon Sep 26 18:38:05 +0000 2016
780459368902959104,5253,1064,8897926,18,Twitter for iPhone,Mon Sep 26 17:29:48 +0000 2016
780192070812196864,8631,2209,8897926,18,Twitter for iPhone,Sun Sep 25 23:47:39 +0000 2016
780092040432480260,0,2270,8897926,18,Twitter for iPhone,Sun Sep 25 17:10:10 +0000 2016
780074436359819264,12067,4891,8897926,18,Vine - Make a Scene,Sun Sep 25 16:00:13 +0000 2016
779834332596887552,18719,6949,8897926,18,Twitter for iPhone,Sun Sep 25 00:06:08 +0000 2016
779377524342161408,8710,3076,8897926,18,Twitter for iPhone,Fri Sep 23 17:50:56 +0000 2016
779124354206535695,0,18045,8897926,18,Twitter for iPhone,Fri Sep 23 01:04:56 +0000 2016
779056095788752897,14625,4472,8898584,18,Twitter for iPhone,Thu Sep 22 20:33:42 +0000 2016
778990705243029504,19762,7095,8897926,18,Twitter for iPhone,Thu Sep 22 16:13:51 +0000 2016
778774459159379968,0,9758,8897926,18,Twitter for iPhone,Thu Sep 22 01:54:34 +0000 2016
778764940568104960,860,360,8897926,18,Twitter for iPhone,Thu Sep 22 01:16:45 +0000 2016
778748913645780993,6826,1288,8897926,18,Twitter for iPhone,Thu Sep 22 00:13:04 +0000 2016
778650543019483137,5712,1475,8897926,18,Twitter for iPhone,Wed Sep 21 17:42:10 +0000 2016
778624900596654080,4593,999,8897926,18,Twitter for iPhone,Wed Sep 21 16:00:17 +0000 2016
778408200802557953,13502,4265,8897926,18,Twitter for iPhone,Wed Sep 21 01:39:11 +0000 2016
778396591732486144,0,12055,8897926,18,Twitter for iPhone,Wed Sep 21 00:53:04 +0000 2016
778383385161035776,5768,1087,8897926,18,Twitter for iPhone,Wed Sep 21 00:00:35 +0000 2016
778286810187399168,10277,3250,8897926,18,Twitter for iPhone,Tue Sep 20 17:36:50 +0000 2016
778039087836069888,8421,2604,8897926,18,Twitter for iPhone,Tue Sep 20 01:12:28 +0000 2016
778027034220126208,6492,1585,8897926,18,Twitter for iPhone,Tue Sep 20 00:24:34 +0000 2016
777953400541634568,0,3479,8897926,18,Twitter for iPhone,Mon Sep 19 19:31:59 +0000 2016
777885040357281792,6294,1605,8897926,18,Twitter for iPhone,Mon Sep 19 15:00:20 +0000 2016
777684233540206592,11130,2901,8897926,18,Twitter for iPhone,Mon Sep 19 01:42:24 +0000 2016
777641927919427584,0,4171,8897926,18,Twitter for iPhone,Sun Sep 18 22:54:18 +0000 2016
777621514455814149,8643,2473,8897926,18,Twitter for iPhone,Sun Sep 18 21:33:11 +0000 2016
777189768882946048,14127,4253,8897926,18,Twitter for iPhone,Sat Sep 17 16:57:35 +0000 2016
776819012571455488,0,13481,8897926,18,Twitter for iPhone,Fri Sep 16 16:24:19 +0000 2016
776813020089548800,4829,1189,8897926,18,Twitter for iPhone,Fri Sep 16 16:00:31 +0000 2016
776477788987613185,8729,2730,8897926,18,Twitter for iPhone,Thu Sep 15 17:48:25 +0000 2016
776249906839351296,0,8979,8897925,18,Twitter for iPhone,Thu Sep 15 02:42:54 +0000 2016
776218204058357768,29572,15605,8897925,18,Twitter for iPhone,Thu Sep 15 00:36:55 +0000 2016
776201521193218049,9509,2483,8897925,18,Twitter for iPhone,Wed Sep 14 23:30:38 +0000 2016
776113305656188928,11639,4302,8897925,18,Twitter for iPhone,Wed Sep 14 17:40:06 +0000 2016
776088319444877312,1819,147,8897925,18,Twitter for iPhone,Wed Sep 14 16:00:49 +0000 2016
775898661951791106,0,16526,8897925,18,Twitter for iPhone,Wed Sep 14 03:27:11 +0000 2016
775842724423557120,11583,2618,8897925,18,Twitter for iPhone,Tue Sep 13 23:44:54 +0000 2016
775733305207554048,13743,3935,8897925,18,Twitter for iPhone,Tue Sep 13 16:30:07 +0000 2016
775729183532220416,12859,4538,8897925,18,Twitter for iPhone,Tue Sep 13 16:13:44 +0000 2016
775364825476165632,7311,2915,8897925,18,Twitter for iPhone,Mon Sep 12 16:05:54 +0000 2016
775350846108426240,10060,3848,8897925,18,Vine - Make a Scene,Mon Sep 12 15:10:21 +0000 2016
775085132600442880,15384,4660,8897925,18,Twitter for iPhone,Sun Sep 11 21:34:30 +0000 2016
774757898236878852,8511,1760,8897926,18,Twitter for iPhone,Sat Sep 10 23:54:11 +0000 2016
774639387460112384,6649,1698,8897926,18,Twitter for iPhone,Sat Sep 10 16:03:16 +0000 2016
774314403806253056,21530,5433,8897926,18,Twitter for iPhone,Fri Sep 09 18:31:54 +0000 2016
773985732834758656,10614,3800,8897926,18,Twitter for iPhone,Thu Sep 08 20:45:53 +0000 2016
773922284943896577,6324,1722,8897926,18,Twitter for iPhone,Thu Sep 08 16:33:46 +0000 2016
773704687002451968,6517,1602,8897926,18,Twitter for iPhone,Thu Sep 08 02:09:06 +0000 2016
773670353721753600,5296,1289,8897926,18,Twitter for iPhone,Wed Sep 07 23:52:41 +0000 2016
773547596996571136,21874,6043,8897926,18,Twitter for iPhone,Wed Sep 07 15:44:53 +0000 2016
773336787167145985,0,4989,8897926,18,Twitter for iPhone,Wed Sep 07 01:47:12 +0000 2016
773308824254029826,23022,7369,8897926,18,Twitter for iPhone,Tue Sep 06 23:56:05 +0000 2016
773247561583001600,9351,3212,8897926,18,Twitter for iPhone,Tue Sep 06 19:52:39 +0000 2016
773191612633579521,9870,4058,8897926,18,Twitter for iPhone,Tue Sep 06 16:10:20 +0000 2016
772877495989305348,8458,3810,8897926,18,Twitter Web Client,Mon Sep 05 19:22:09 +0000 2016
772826264096874500,7953,2318,8897926,18,Twitter for iPhone,Mon Sep 05 15:58:34 +0000 2016
772615324260794368,0,3331,8897926,18,Twitter for iPhone,Mon Sep 05 02:00:22 +0000 2016
772581559778025472,6403,1674,8897926,18,Twitter for iPhone,Sun Sep 04 23:46:12 +0000 2016
772193107915964416,5954,1363,8897926,18,Twitter for iPhone,Sat Sep 03 22:02:38 +0000 2016
772152991789019136,3766,1115,8897926,18,Twitter for iPhone,Sat Sep 03 19:23:13 +0000 2016
772117678702071809,3728,727,8897926,18,Twitter for iPhone,Sat Sep 03 17:02:54 +0000 2016
772114945936949249,2696,461,8897926,18,Twitter for iPhone,Sat Sep 03 16:52:02 +0000 2016
772102971039580160,3951,926,8897926,18,Twitter for iPhone,Sat Sep 03 16:04:27 +0000 2016
771908950375665664,6498,1864,8897926,18,Twitter for iPhone,Sat Sep 03 03:13:29 +0000 2016
771770456517009408,11854,3310,8897926,18,Twitter for iPhone,Fri Sep 02 18:03:10 +0000 2016
771500966810099713,8167,2566,8897926,18,Twitter for iPhone,Fri Sep 02 00:12:18 +0000 2016
771380798096281600,10345,4989,8897926,18,Twitter for iPhone,Thu Sep 01 16:14:48 +0000 2016
771171053431250945,0,7325,8897926,18,Twitter for iPhone,Thu Sep 01 02:21:21 +0000 2016
771136648247640064,9033,2878,8897926,18,Twitter for iPhone,Thu Sep 01 00:04:38 +0000 2016
771102124360998913,6155,1416,8897926,18,Twitter for iPhone,Wed Aug 31 21:47:27 +0000 2016
771014301343748096,6794,1625,8897926,18,Twitter for iPhone,Wed Aug 31 15:58:28 +0000 2016
770787852854652928,4870,1185,8897926,18,Twitter for iPhone,Wed Aug 31 00:58:39 +0000 2016
770772759874076672,5112,1397,8897926,18,Twitter for iPhone,Tue Aug 30 23:58:40 +0000 2016
770655142660169732,7246,1742,8897926,18,Twitter for iPhone,Tue Aug 30 16:11:18 +0000 2016
770414278348247044,6253,2061,8897926,18,Twitter for iPhone,Tue Aug 30 00:14:12 +0000 2016
755110668769038337,20812,10859,8897927,18,Twitter for iPhone,Mon Jul 18 18:43:07 +0000 2016
754874841593970688,0,7717,8897927,18,Twitter for iPhone,Mon Jul 18 03:06:01 +0000 2016
754856583969079297,6776,2458,8897927,18,Twitter for iPhone,Mon Jul 18 01:53:28 +0000 2016
754747087846248448,2539,507,8897927,18,Twitter for iPhone,Sun Jul 17 18:38:22 +0000 2016
754482103782404096,5195,1909,8897927,18,Twitter for iPhone,Sun Jul 17 01:05:25 +0000 2016
754449512966619136,3676,720,8897927,18,Twitter for iPhone,Sat Jul 16 22:55:55 +0000 2016
